Season,Name,Team,IP,FA%,FT%,FC%,FS%,FO%,SI%,SL%,CU%,KC%,EP%,CH%,SC%,KN%,UN%,NameASCII,PlayerId,MLBAMID
2019,"Drew Gagnon","NYM",23.2,0.5436409,,,,,,0.03740648,0.09725686,,,0.32169576,,,,"Drew Gagnon",12545,543193
2019,"Blake Treinen","OAK",58.2,0.215,,0.191,,,0.457,0.137,,,,,,,,"Blake Treinen",12572,595014
2019,"Nick Ramirez","DET",79.2,0.20256992,,0.32350718,,,0.09750567,,,0.05668934,,0.31972789,,,,"Nick Ramirez",12575,598286
2019,"DJ Johnson","COL",25,0.62781186,,0.00817996,,,,,0.36196319,,,0.00204499,,,,"DJ Johnson",12578,597113
2019,"Adam Morgan","PHI",29.2,0.07559395,,,,,0.20518359,0.38012959,0.13606911,,,0.20302376,,,,"Adam Morgan",12580,605388
2019,"Mike Wright Jr.","- - -",29.1,0.34488735,,,,,0.23916811,0.35528596,0.01213172,,,0.04852686,,,,"Mike Wright Jr.",12586,605541
2019,"Jerad Eickhoff","PHI",58.1,0.36652977,,,,,0.02361396,0.29466119,0.31519507,,,,,,,"Jerad Eickhoff",12664,595191
2019,"Roenis Elías","- - -",50,0.50938673,,,,,0.06508135,,0.1339174,,,0.29161452,,,,"Roenis Elias",12673,606273
2019,"Ryne Harper","MIN",54.1,0.38686987,,0.00117233,,,,,0.45603751,0.14654162,,0.00937866,,,,"Ryne Harper",12680,607560
2019,"Ryan Carpenter","DET",40.2,0.22773723,,,,,0.22335766,0.28321168,0.11970803,,,0.1459854,,,,"Ryan Carpenter",12699,543001
2019,"Trevor Bauer","- - -",213,0.38469886,,0.16494845,,,0.03743896,0.13917526,,0.19696148,,0.07677699,,,,"Trevor Bauer",12703,545333
2019,"Adrian Houser","MIL",111.1,0.31270718,,,,,0.36132597,0.11878453,0.13922652,,,0.0679558,,,,"Adrian Houser",12718,605288
2019,"Rafael Montero","TEX",29,0.39651416,,,,,0.07189542,0.1372549,,,,0.39433551,,,,"Rafael Montero",12760,606160
2019,"Chris Devenski","HOU",69,0.44055944,,,,,,0.19405594,,,,0.36538462,,,,"Chris Devenski",12763,606965
2019,"Sonny Gray","CIN",175.1,0.28428928,,0.00570004,,,0.19380121,0.21339508,0.24795155,0.00391877,,0.05094407,,,,"Sonny Gray",12768,543243
2019,"Jairo Díaz","COL",57.2,0.25112613,,,,,0.30968468,0.43918919,,,,,,,,"Jairo Diaz",12774,545064
2019,"John Brebbia","STL",72.2,0.56589786,,0.00082372,,,,0.42751236,,,,0.00576606,,,,"John Brebbia",12777,605154
2019,"Sam Gaviglio","TOR",95.2,,,,,,0.42337299,0.44226732,0.03638908,,,0.09797061,,,,"Sam Gaviglio",12778,543208
2019,"Burch Smith","- - -",21.1,0.63294118,,,,,0.00235294,0.00235294,0.2,,,0.16235294,,,,"Burch Smith",12784,572143
2019,"Noé Ramirez","LAA",67.2,0.2836495,,,,,,,0.37398374,,,0.34236676,,,,"Noe Ramirez",12800,598287
2019,"Matt Wisler","- - -",51.1,0.08663102,,,,,0.20534759,0.70481283,0.00320856,,,,,,,"Matt Wisler",12804,605538
2019,"Mike Clevinger","CLE",126,0.51052632,,,,,,0.25454545,0.12057416,,,0.11435407,,,,"Mike Clevinger",12808,605182
2019,"Andrew Kittredge","TBR",49.2,0.18482252,,,,,0.39657283,0.37331701,,,,0.04528764,,,,"Andrew Kittredge",12828,552640
2019,"Shawn Armstrong","- - -",58,0.59611993,,0.27777778,,,,0.12433862,,,,0.00176367,,,,"Shawn Armstrong",12857,542888
2019,"Matt Barnes","BOS",64.1,0.47328244,,,,,,,0.03053435,0.47633588,,0.01984733,,,,"Matt Barnes",12863,598264
2019,"Tyler Anderson","COL",20.2,0.46370023,,0.19437939,,,0.01639344,,0.06557377,,,0.25995316,,,,"Tyler Anderson",12880,542881
2019,"Alex Claudio","MIL",62,0.01960784,,,,,0.44272446,0.17647059,0.00103199,,,0.36016512,,,,"Alex Claudio",12890,592222
2019,"Ken Giles","TOR",53,0.49012346,,,,,0.01604938,0.49382716,,,,,,,,"Ken Giles",12910,571704
2019,"Dylan Bundy","BAL",161.2,0.42404608,,,,,0.07523398,0.2275018,0.09935205,,,0.17386609,,,,"Dylan Bundy",12917,605164
2019,"Archie Bradley","ARI",71.2,0.58489097,,,,,0.1105919,,,0.24610592,,0.05841121,,,,"Archie Bradley",12918,605151
2019,"Gabriel Ynoa","BAL",110.2,0.3107438,,,,,0.24958678,0.27988981,0.0231405,,,0.13663912,,,,"Gabriel Ynoa",12938,593679
2019,"Joe Musgrove","PIT",170.1,0.37565938,,0.08402411,,,0.11906556,0.22079879,0.09495102,,,0.10550113,,,,"Joe Musgrove",12970,605397
2019,"Joe Ross","WSN",64,0.23637961,,,,,0.39191564,0.20650264,0.08963093,,,0.07557118,,,,"Joe Ross",12972,605452
2019,"Andrew Chafin","ARI",52.2,0.29899216,,,,,0.31466965,0.38633819,,,,,,,,"Andrew Chafin",12988,605177
2019,"Colten Brewer","BOS",54.2,0.00890208,,0.40553907,,,0.00890208,0.12957468,0.44510386,,,0.00197824,,,,"Colten Brewer",12997,605155
2019,"Anthony DeSclafani","CIN",166.2,0.37224584,,,,,0.18051797,0.24275222,,0.15075377,,0.05373019,,,,"Anthony DeSclafani",13050,543101
2019,"Wei-Yin Chen","MIA",68.1,0.48132059,,,,,0.02953953,0.22675934,0.22415291,,,0.03822763,,,,"Wei-Yin Chen",13071,612672
2019,"Yu Darvish","CHC",178.2,0.2573736,,0.05021067,0.08321629,,0.0877809,0.44838483,0.04564607,0.02422753,,0.00316011,,,,"Yu Darvish",13074,506433
2019,"Gerrit Cole","HOU",212.1,0.51577381,,,,,0.02380952,0.23154762,,0.15446429,,0.07440476,,,,"Gerrit Cole",13125,543037
2019,"Derek Law","TOR",60.2,0.36714166,,,,,,0.30511316,0.19865884,,,0.12908634,,,,"Derek Law",13133,571882
2019,"Eduardo Rodriguez","BOS",203.1,0.38741059,,0.16165951,,,0.15765379,0.02403433,0.03175966,,,0.23748212,,,,"Eduardo Rodriguez",13164,593958
2019,"Kyle Crick","PIT",49,0.50375134,,,,,0.11897106,0.37406217,,,,0.00321543,,,,"Kyle Crick",13182,605195
2019,"Zach Davies","MIL",159.2,,,0.11837192,,,0.5257655,0.00746826,0.03547423,,,0.31292009,,,,"Zach Davies",13183,605200
2019,"Adalberto Mejía","- - -",31.1,0.44057052,,0.00158479,,,0.09825674,0.29952456,,,,0.16006339,,,,"Adalberto Mejia",13188,606167
2019,"Joe Biagini","- - -",64.2,0.16024518,,0.29597198,,,0.34763573,,0.08669002,,,0.10945709,,,,"Joe Biagini",13194,607352
2019,"Ross Stripling","LAD",90.2,0.3601108,,0.02908587,,,0.01939058,0.15927978,,0.28531856,,0.1468144,,,,"Ross Stripling",13273,548389
2019,"Adrian Sampson","TEX",125.1,,,,,,0.54182879,0.33171206,0.00097276,,,0.12548638,,,,"Adrian Sampson",13339,592716
2019,"Luis Cessa","NYY",81,0.34171598,,,,,0.07766272,0.49852071,0.00961538,,,0.07248521,,,,"Luis Cessa",13345,570666
2019,"Cam Bedrosian","LAA",61.1,0.47830375,,,0.01282051,,,0.50887574,,,,,,,,"Cam Bedrosian",13360,592135
2019,"Steven Matz","NYM",160.1,,,,,,0.50610885,0.1447612,0.14846353,,,0.20066642,,,,"Steven Matz",13361,571927
2019,"Dylan Floro","LAD",46.2,0.20547945,,,,,0.46986301,0.28493151,,,,0.03972603,,,,"Dylan Floro",13394,571670
2019,"Félix Peña","LAA",96.1,0.04458599,,,,,0.44649682,0.39426752,,,,0.11464968,,,,"Felix Pena",13403,570240
2019,"Matt Koch","ARI",20.2,0.48351648,,0.28021978,,,,,0.07417582,,,0.16208791,,,,"Matt Koch",13420,571863
2019,"Drew VerHagen","DET",58,0.12592593,,,,,0.4,0.3037037,0.16402116,,,0.00634921,,,,"Drew VerHagen",13424,572403
2019,"Marcus Stroman","- - -",184.1,0.02135348,,0.24441524,,,0.36465177,,0.31668857,,,0.05289093,,,,"Marcus Stroman",13431,573186
2019,"Mike Morin","- - -",50.2,0.11436541,,,,,0.36401674,0.15481172,,,,0.36680614,,,,"Mike Morin",13442,573046
2019,"Taylor Rogers","MIN",69,0.00096154,,,,,0.49807692,0.17692308,0.32403846,,,,,,,"Taylor Rogers",13449,573124
2019,"Lucas Sims","CIN",43,0.50066578,,,,,0.00532623,0.19041278,0.24766977,,,0.05592543,,,,"Lucas Sims",13470,608371
2019,"Daniel Norris","DET",144.1,0.44957627,,,,,0.06737288,0.2279661,0.06525424,,,0.18983051,,,,"Daniel Norris",13475,596057
2019,"Connor Sadzeck","SEA",23.2,0.37735849,,,,,0.08962264,0.51179245,,,,0.02122642,,,,"Connor Sadzeck",13483,592712
2019,"Sam Tuivailala","SEA",23,0.33163265,,,,,0.28826531,0.20153061,0.17857143,,,,,,,"Sam Tuivailala",13485,592815
2019,"Brandon Brennan","SEA",47.1,0.03094233,,,,,0.48523207,0.06469761,,,,0.41912799,,,,"Brandon Brennan",13527,592165
2019,"Matt Bowman","CIN",32,0.37887067,,0.14571949,0.15664845,,0.0273224,0.17668488,0.1147541,,,,,,,"Matt Bowman",13528,621199
2019,"Blake Snell","TBR",107,0.48359788,,,,,,0.06719577,0.24550265,,,0.2037037,,,,"Blake Snell",13543,605483
2019,"Richard Rodríguez","PIT",65.1,0.81913043,,,,,0.03304348,0.14347826,,,,0.00434783,,,,"Richard Rodriguez",13549,593144
2019,"Robert Stephenson","CIN",64.2,0.36063936,,,0.06793207,,,0.57142857,,,,,,,,"Robert Stephenson",13594,596112
2019,"Taylor Guerrieri","TEX",26.1,0.02244898,,0.00204082,,,0.43061224,,0.44489796,,,0.1,,,,"Taylor Guerrieri",13616,605260
2019,"Jakob Junis","KCR",175.1,0.33652531,,,,,0.17270862,0.29651163,0.14056088,,,0.05369357,,,,"Jakob Junis",13619,596001
2019,"Clay Holmes","PIT",50,0.10309278,,,,,0.52691867,0.11912944,0.23825888,,,0.01260023,,,,"Clay Holmes",13649,605280
2019,"John Gant","STL",66.1,0.23963134,,0.11152074,,,0.31889401,,0.10414747,,,0.22580645,,,,"John Gant",13684,607231
2019,"Nick Goody","CLE",40.2,0.51133144,,,,,,0.48866856,,,,,,,,"Nick Goody",13685,580792
2019,"Robert Gsellman","NYM",63.2,0.02607076,,,,,0.49162011,0.26536313,0.11731844,,,0.09962756,,,,"Robert Gsellman",13696,607229
2019,"Kyle Barraclough","- - -",33.2,0.65536723,,,,,,0.14689266,0.07485876,,,0.12288136,,,,"Kyle Barraclough",13713,607457
2019,"Max Fried","ATL",165.2,0.53128513,,0.00337205,,,0.03484451,0.15923567,0.24728363,,,0.02397902,,,,"Max Fried",13743,608331
2019,"Tyler Duffey","MIN",57.2,0.51431493,,,,,0.02556237,,,0.45501022,,0.00511247,,,,"Tyler Duffey",13758,608648
2019,"Chris Stratton","- - -",76,0.56476267,,0.00321802,,,0.00160901,0.24135157,0.13032985,,,0.05872888,,,,"Chris Stratton",13761,608717
2019,"Dominic Leone","STL",40.2,0.3836858,,0.35800604,,,0.09969789,0.14501511,,,,0.01359517,,,,"Dominic Leone",13763,608678
2019,"Roberto Osuna","HOU",65,0.46137566,,0.12910053,,,0.02645503,0.1957672,0.0021164,,,0.18518519,,,,"Roberto Osuna",13764,532077
2019,"JT Chargois","LAD",21.1,0.09897611,,,,,0.31740614,0.58361775,,,,,,,,"JT Chargois",13767,608638
2019,"Zach Eflin","PHI",163.1,0.33644496,,0.0050564,,,0.21859199,0.30727343,0.05367561,,,0.0789576,,,,"Zach Eflin",13774,621107
2019,"Daniel Stumpf","DET",29,0.5210728,,,,,,0.37931034,,,,0.09961686,,,,"Daniel Stumpf",13780,621385
2019,"Alex Wood","CIN",35.2,0.02047782,,,,,0.48293515,,,0.24573379,,0.25085324,,,,"Alex Wood",13781,622072
2019,"Matt Strahm","SDP",114.2,0.35718278,,0.30072666,,,0.0273896,,0.17551705,,,0.1391839,,,,"Matt Strahm",13799,621381
2019,"Austin Adams","- - -",32,0.32830189,,,,,0.03584906,0.63584906,,,,,,,,"Austin Adams",13801,613534
2019,"Walker Lockett","NYM",22.2,0.45528455,,,,,0.100271,,0.24119241,,,0.20325203,,,,"Walker Lockett",13804,621141
2019,"Alec Mills","CHC",36,0.3074141,,,,,0.23508137,0.11030741,0.15551537,,,0.19168174,,,,"Alec Mills",13834,621219
2019,"Scott Oberg","COL",56,0.52004454,,,,,0.00222717,0.43318486,,,,0.04454343,,,,"Scott Oberg",13911,623184
2019,"Michael Wacha","STL",126.2,0.49522076,,0.15430132,,,0.00910332,,0.10332271,,,0.23805189,,,,"Michael Wacha",14078,608379
2019,"Branden Kline","BAL",41,0.57485876,,,,,,0.34039548,,,,0.08474576,,,,"Branden Kline",14101,571858
2019,"Kevin Gausman","- - -",102.1,0.57003654,,,0.37697929,,,0.0182704,,,,0.03471376,,,,"Kevin Gausman",14107,592332
2019,"José Berríos","MIN",200.1,0.32215837,,,,,0.23052363,,0.28863346,,,0.15868455,,,,"Jose Berrios",14168,621244
2019,"Josh Hader","MIL",75.2,,,,,,0.8428446,0.15452151,,,,0.00263389,,,,"Josh Hader",14212,623352
2019,"Brian Johnson","BOS",40.1,0.36528497,,,,,0.00647668,0.26683938,0.34585492,,,0.01554404,,,,"Brian Johnson",14272,598271
2019,"Luke Bard","LAA",49,0.34634761,,,,,0.09571788,0.50377834,,,,0.05415617,,,,"Luke Bard",14288,572703
2019,"Wandy Peralta","- - -",39.2,0.11472868,,,,,0.25581395,0.38139535,,,,0.24806202,,,,"Wandy Peralta",14295,593974
2019,"Frankie Montas","OAK",96,0.18720539,,,0.18249158,,0.38047138,0.24983165,,,,,,,,"Frankie Montas",14309,593423
2019,"Ty Blach","- - -",27,,,0.07307692,,,0.56730769,0.01346154,0.08653846,,,0.25961538,,,,"Ty Blach",14361,621389
2019,"Tyler Glasnow","TBR",60.2,0.67184035,,,,,,,0.29268293,,,0.03547672,,,,"Tyler Glasnow",14374,607192
2019,"Amir Garrett","CIN",56,0.10748156,,,,,0.31296101,0.57955743,,,,,,,,"Amir Garrett",14375,607237
2019,"Wei-Chung Wang","- - -",31,0.43737958,,,,,0.00192678,0.37572254,0.02504817,,,0.15992293,,,,"Wei-Chung Wang",14382,623913
2019,"Hyun Jin Ryu","LAD",182.2,0.27292899,,0.1941568,,,0.13350592,0.00295858,0.12204142,,,0.27440828,,,,"Hyun Jin Ryu",14444,547943
2019,"Adam Conley","MIA",60.2,0.61734213,,,,,,0.13949105,0.07445806,,,0.16870877,,,,"Adam Conley",14457,543045
2019,"J.B. Wendelken","OAK",32.2,0.54226804,,,,,0.06391753,0.04948454,0.17938144,,,0.16494845,,,,"J.B. Wendelken",14506,605525
2019,"Dereck Rodríguez","SFG",99,0.40264423,,0.13942308,,,0.08233173,,0.16887019,,,0.20673077,,,,"Dereck Rodriguez",14509,605446
2019,"José Leclerc","TEX",68.2,0.41019608,,,,,0.08784314,0.37098039,0.01254902,,,0.11843137,,,,"Jose Leclerc",14524,600917
2019,"Jorge López","KCR",123.2,0.31860126,,,,,0.22486644,0.06022341,,0.3215153,,0.07479359,,,,"Jorge Lopez",14527,605347
2019,"Carlos Estévez","COL",72,0.675,,,,,0.01774194,0.27177419,,,,0.03548387,,,,"Carlos Estevez",14542,608032
2019,"José Ruiz","CHW",40,0.61620186,,,,,,0.2377158,0.01328021,,,0.13280212,,,,"Jose Ruiz",14552,614179
2019,"Rowan Wick","CHC",33.1,0.66098807,,0.02385009,,,,0.03747871,,0.27768313,,,,,,"Rowan Wick",14646,592858
2019,"Chi Chi González","COL",63,0.42183406,,0.28296943,,,0.11703057,0.06462882,,,,0.11353712,,,,"Chi Chi Gonzalez",14663,592346
2019,"Jandel Gustave","SFG",24.1,0.51575931,,,,,0.20057307,0.28366762,,,,,,,,"Jandel Gustave",14665,594311
2019,"Luis Perdomo","SDP",72,0.00288184,,,0.1104707,,0.54274736,0.3439001,,,,,,,,"Luis Perdomo",14682,606131
2019,"Keone Kela","PIT",29.2,0.53174603,,,,,,,0.43849206,,,0.0297619,,,,"Keone Kela",14696,605309
2019,"Edwin Díaz","NYM",58,0.65858209,,,,,0.00279851,0.3386194,,,,,,,,"Edwin Diaz",14710,621242
2019,"Ty Buttrey","LAA",72.1,0.57024793,,,,,0.00082645,0.29504132,,,,0.1338843,,,,"Ty Buttrey",14719,621142
2019,"Tyler Olson","CLE",30.2,0.42357274,,,,,0.02578269,,0.4198895,,,0.13075506,,,,"Tyler Olson",14741,621397
2019,"Wes Parsons","- - -",34.2,0.20879121,,,,,0.36577708,0.36263736,,,,0.06279435,,,,"Wes Parsons",14764,641149
2019,"Julio Urías","LAD",79.2,0.58482143,,,,,0.01860119,0.17261905,0.0610119,,,0.16294643,,,,"Julio Urias",14765,628711
2019,"Emilio Pagán","TBR",70,0.61488372,,0.36465116,,,,,0.02046512,,,,,,,"Emilio Pagan",14771,641941
2019,"Buck Farmer","DET",67.2,0.48875433,,,,,,0.2517301,,,,0.25951557,,,,"Buck Farmer",14814,571656
2019,"Dylan Covey","CHW",58.2,0.17797443,,0.21238938,0.18190757,,0.32841691,,0.09832842,,,0.00098328,,,,"Dylan Covey",14825,592229
2019,"Michael Lorenzen","CIN",83.1,0.21263482,,0.26502311,,,0.15716487,0.09784284,0.07241911,,,0.19491525,,,,"Michael Lorenzen",14843,547179
2019,"Zack Godley","- - -",92,0.00064599,,0.1627907,,,0.35529716,,,0.42118863,,0.06007752,,,,"Zack Godley",14862,643327
2019,"Caleb Smith","MIA",153.1,0.53776776,,,,,,0.3156708,,,,0.14656144,,,,"Caleb Smith",14875,592761
2019,"Jon Gray","COL",150,0.51203039,,,,,0.01224145,0.33558463,0.11101731,,,0.02912621,,,,"Jon Gray",14916,592351
2019,"Reyes Moronta","SFG",56.2,0.58317215,,,,,,0.34719536,,,,0.0696325,,,,"Reyes Moronta",14966,606625
2019,"Tyler Webb","STL",55,0.3740113,,,,,0.27909605,,0.15367232,,,0.19322034,,,,"Tyler Webb",14974,643778
2019,"Giovanny Gallegos","STL",74,0.55202822,,,,,,0.44179894,,,,0.00617284,,,,"Giovanny Gallegos",14986,606149
2019,"Scott Barlow","KCR",70.1,0.34892638,,,,,0.08128834,0.43558282,0.13266871,,,0.00153374,,,,"Scott Barlow",14993,605130
2019,"Victor Alcántara","DET",42.2,,,,,,0.7496361,0.09170306,,,,0.15866084,,,,"Victor Alcantara",15028,622505
2019,"Germán Márquez","COL",174,0.3543578,,,,,0.16972477,0.21139144,,0.23470948,,0.02981651,,,,"German Marquez",15038,608566
2019,"Tim Mayza","TOR",51.1,0.19218241,,,,,0.45168295,0.35613464,,,,,,,,"Tim Mayza",15042,641835
2019,"Lou Trivino","OAK",60,0.33924843,,0.33298539,,,0.1743215,0.00104384,0.10438413,,,0.0480167,,,,"Lou Trivino",15043,642152
2019,"Trevor Gott","SFG",52.2,0.66813187,,,,,0.1010989,0.01428571,0.17802198,,,0.03846154,,,,"Trevor Gott",15046,641627
2019,"Austin Voth","WSN",43.2,0.60380117,,,,,,0.1125731,0.20321637,,,0.08040936,,,,"Austin Voth",15047,608723
2019,"Yency Almonte","COL",34,0.56578947,,,,,0.00493421,0.39967105,,,,0.02960526,,,,"Yency Almonte",15068,622075
2019,"Hunter Wood","- - -",45.1,0.55585106,,,,,,0.28058511,0.05053191,,,0.11303191,,,,"Hunter Wood",15091,621056
2019,"Jake Newberry","KCR",31,0.51948052,,,,,0.00742115,0.44526902,,,,0.02782931,,,,"Jake Newberry",15136,623470
2019,"Jimmy Yacabonis","BAL",41,0.06493506,,,,,0.57142857,0.2974026,,,,0.06623377,,,,"Jimmy Yacabonis",15157,642231
2019,"Glenn Sparkman","KCR",136,0.60712714,,0.00043995,,,,0.09810823,0.1658601,,,0.12846458,,,,"Glenn Sparkman",15200,642098
2019,"Tyler Bashlor","NYM",22,0.62303665,,,,,,0.2565445,,,,0.12041885,,,,"Tyler Bashlor",15203,641341
2019,"Kevin McCarthy","KCR",60.1,0.03107658,,,,,0.57158713,0.11098779,0.06326304,,,0.22308546,,,,"Kevin McCarthy",15240,641838
2019,"Zac Reininger","DET",28,0.33208255,,,,,0.26641651,0.23452158,0.12757974,,,0.03939962,,,,"Zac Reininger",15285,643617
2019,"Adam Cimber","CLE",56.2,0.16938519,,,,,0.50815558,0.32245922,,,,,,,,"Adam Cimber",15288,643256
2019,"Austin Pruitt","TBR",47,0.42916667,,,,,0.00972222,0.23333333,0.13611111,,,0.19166667,,,,"Austin Pruitt",15290,643493
2019,"Steven Brault","PIT",113.1,0.50624688,,0.14642679,,,0.13443278,0.06046977,0.01049475,,,0.14192904,,,,"Steven Brault",15291,643230
2019,"Andrew Heaney","LAA",95.1,,,,,,0.57938389,,0.26954976,,,0.15106635,,,,"Andrew Heaney",15423,571760
2019,"Matthew Boyd","DET",185.1,0.4979039,,0.00032248,,,0.03934215,0.36214124,0.03966462,,,0.0606256,,,,"Matthew Boyd",15440,571510
2019,"Nick Pivetta","PHI",93.2,0.49289685,,,,,0.02161828,0.12415071,,0.35206918,,0.00926498,,,,"Nick Pivetta",15454,601713
2019,"Marco Gonzales","SEA",203,0.3940544,,0.20651486,,,,,0.15876028,,,0.24067046,,,,"Marco Gonzales",15467,594835
2019,"Lucas Giolito","CHW",176.2,0.55017794,,,,,,0.14733096,0.04128114,,,0.26120996,,,,"Lucas Giolito",15474,608337
2019,"Antonio Senzatela","COL",124.2,0.61913277,,,,,,0.19490389,0.10639249,,,0.07957085,,,,"Antonio Senzatela",15488,622608
2019,"Kohl Stewart","MIN",25.1,0.06510417,,,,,0.484375,0.3203125,0.09114583,,,0.0390625,,,,"Kohl Stewart",15502,640464
2019,"Chad Green","NYY",69,0.77097506,,,0.01738473,,0.00226757,0.20937264,,,,,,,,"Chad Green",15552,643338
2019,"Nick Wittgren","CLE",57.2,0.66391753,,,,,,0.18865979,0.00103093,,,0.14639175,,,,"Nick Wittgren",15594,621295
2019,"Yefry Ramírez","- - -",24.1,0.36853448,,,,,0.1487069,0.14439655,0.03448276,,,0.30387931,,,,"Yefry Ramirez",15655,606162
2019,"Miguel Castro","BAL",73.1,,,,,,0.48944805,0.31087662,,,,0.19967532,,,,"Miguel Castro",15684,612434
2019,"Luis Castillo","CIN",190.2,0.29703293,,,,,0.20834692,0.16922074,,,,0.32539941,,,,"Luis Castillo",15689,622491
2019,"Jimmy Cordero","- - -",37.1,0.18819188,,0.06826568,,,0.49815498,0.07195572,,,,0.17343173,,,,"Jimmy Cordero",15690,622772
2019,"Brad Keller","KCR",165.1,0.41718923,,,,,0.25230542,0.31390631,,,,0.01659904,,,,"Brad Keller",15734,641745
2019,"Joe Jiménez","DET",59.2,0.68371212,,,,,,0.25852273,,,,0.05776515,,,,"Joe Jimenez",15761,641729
2019,"Masahiro Tanaka","NYY",182,0.27520632,,0.01614639,0.2665949,,0.04628633,0.36383208,0.03193398,,,,,,,"Masahiro Tanaka",15764,547888
2019,"Dario Agrazal","PIT",73.1,0.12456446,,,,,0.55226481,0.18902439,,,,0.13414634,,,,"Dario Agrazal",15821,642607
2019,"Zack Littell","MIN",37,0.48998179,,,,,0.00182149,0.47540984,0.01092896,,,0.02185792,,,,"Zack Littell",15823,641793
2019,"Paul Fry","BAL",57.1,0.5232342,,,,,,0.46282528,,,,0.01394052,,,,"Paul Fry",15832,643316
2019,"Adam Plutko","CLE",109.1,0.53901895,,0.23968785,,,,0.00445931,0.10479376,,,0.11204013,,,,"Adam Plutko",15846,592644
2019,"Wander Suero","WSN",71.1,0.00165289,,0.7214876,,,,,0.07107438,,,0.20578512,,,,"Wander Suero",15855,593833
2019,"Stephen Tarpley","NYY",24.2,0.18285714,,,,,0.32190476,0.47428571,0.01714286,,,0.00380952,,,,"Stephen Tarpley",15859,605501
2019,"Sean Manaea","OAK",29.2,,,,,,0.63513514,0.21171171,0.0045045,,,0.14864865,,,,"Sean Manaea",15873,640455
2019,"Lewis Thorpe","MIN",27.2,0.51219512,,,,,,0.19715447,0.17479675,,,0.11585366,,,,"Lewis Thorpe",15906,626929
2019,"Ryne Stanek","- - -",77,0.55701079,,,0.20724191,,,0.2357473,,,,,,,,"Ryne Stanek",15947,592773
2019,"Stefan Crichton","ARI",30.1,0.02132196,,,,,0.61407249,0.0021322,0.32835821,,,0.03411514,,,,"Stefan Crichton",16058,592233
2019,"Cy Sneed","HOU",21.1,0.61918605,,0.0755814,,,0.00872093,0.12209302,0.05813953,,,0.11627907,,,,"Cy Sneed",16106,605482
2019,"Daniel Ponce de Leon","STL",48.2,0.70731707,,0.13356562,,,,0.00116144,0.08478513,,,0.07317073,,,,"Daniel Ponce de Leon",16110,594965
2019,"David Hess","BAL",80,0.53426573,,,,,0.05734266,0.24615385,0.04545455,,,0.11678322,,,,"David Hess",16130,605276
2019,"Justin Shafer","TOR",39.2,0.46721311,,0.19125683,,,0.07103825,0.2704918,,,,,,,,"Justin Shafer",16132,596101
2019,"Carlos Rodón","CHW",34.2,0.5158046,,,,,0.00431034,0.37212644,,,,0.10775862,,,,"Carlos Rodon",16137,607074
2019,"Aaron Nola","PHI",202.1,0.35424797,,,,,0.10777544,,,0.35244671,,0.18552987,,,,"Aaron Nola",16149,605400
2019,"Eric Skoglund","KCR",21,0.39493671,,,,,0.2,,0.23037975,,,0.17468354,,,,"Eric Skoglund",16155,607215
2019,"Jace Fry","CHW",55,0.11764706,,0.49525617,,,0.12523719,,0.18595825,,,0.07590133,,,,"Jace Fry",16159,605240
2019,"Brandon Woodruff","MIL",121.2,0.38309717,,,,,0.25759109,0.19787449,0.0187247,,,0.14271255,,,,"Brandon Woodruff",16162,605540
2019,"Justin Anderson","LAA",47,0.40848214,,,,,0.06138393,0.52120536,,,,0.00892857,,,,"Justin Anderson",16201,605121
2019,"Spencer Turnbull","DET",148.1,0.44791275,,,,,0.19518616,0.2064686,0.12109816,,,0.02933434,,,,"Spencer Turnbull",16207,605513
2019,"Kyle Freeland","COL",104.1,0.41441441,,,,,0.09628378,0.30349099,0.06081081,,,0.125,,,,"Kyle Freeland",16256,607536
2019,"Aaron Bummer","CHW",67.2,0.08549472,,0.1690682,,,0.6753122,0.06340058,0.00096061,,,0.00576369,,,,"Aaron Bummer",16258,607481
2019,"John Means","BAL",155,0.50746269,,,,,,0.14402985,0.04104478,0.01828358,,0.2891791,,,,"John Means",16269,607644
2019,"Jesus Tinoco","COL",36,0.04707792,,,0.00974026,,0.57792208,0.27922078,0.08603896,,,,,,,"Jesus Tinoco",16300,622786
2019,"Gerardo Reyes","SDP",26,0.59606987,,,,,0.1441048,0.24235808,0.01746725,,,,,,,"Gerardo Reyes",16306,622103
2019,"Alex McRae","PIT",26.2,0.18712274,,,,,0.39235412,0.1971831,0.13480885,,,0.08853119,,,,"Alex McRae",16317,656725
2019,"Tyler Mahle","CIN",129.2,0.57109448,,0.0696913,0.12768943,,,,0.23152479,,,,,,,"Tyler Mahle",16358,641816
2019,"Brad Wieck","- - -",34.2,0.77373418,,,,,,0.11075949,0.03797468,0.07753165,,,,,,"Brad Wieck",16390,623364
2019,"Reynaldo López","CHW",184,0.58525783,,,,,,0.18253717,0.08383423,,,0.14837077,,,,"Reynaldo Lopez",16400,625643
2019,"Yonny Chirinos","TBR",133.1,0.00957179,,,0.22468514,,0.55012594,0.21561713,,,,,,,,"Yonny Chirinos",16401,630023
2019,"Ryan Yarbrough","TBR",141.2,0.23709834,,0.36757546,,,0.0053554,,0.1338851,,,0.25608569,,,,"Ryan Yarbrough",16502,642232
2019,"Erik Swanson","SEA",58,0.67216495,,,,,,0.18350515,,,,0.1443299,,,,"Erik Swanson",16587,657024
