Season,Name,Team,IP,O-Swing%,Z-Swing%,Swing%,O-Contact%,Z-Contact%,Contact%,Zone%,Pace,NameASCII,PlayerId,MLBAMID
2016,"Alex Wilson","DET",73,0.29251701,0.67557252,0.47302158,0.62790698,0.90112994,0.81178707,0.47122302,25.69823232,"Alex Wilson",9239,543935
2022,"Luis Garcia","HOU",157.1,0.29236948,0.68683565,0.48784441,0.51373626,0.82380952,0.73006645,0.49554295,25.69158361,"Luis Garcia",23735,677651
2016,"Sonny Gray","OAK",117,0.23850267,0.6284585,0.44119158,0.53811659,0.91666667,0.81839348,0.51977401,25.68880866,"Sonny Gray",12768,543243
2022,"Vince Velasquez","CHW",75.1,0.27813505,0.676783,0.48321624,0.57803468,0.82286996,0.75444265,0.51444184,25.68631579,"Vince Velasquez",11189,592826
2015,"Fernando Rodriguez Jr.","OAK",58.2,0.33191489,0.69327731,0.51374207,0.63461538,0.7969697,0.74485597,0.50317125,25.68359942,"Fernando Rodriguez Jr.",7558,451775
2015,"Greg Holland","KCR",44.2,0.32608696,0.6,0.45862553,0.45,0.80676329,0.67584098,0.48387097,25.68055556,"Greg Holland",7196,518813
2016,"Josh Osich","SFG",36.1,0.20069204,0.7366548,0.46491228,0.46551724,0.85024155,0.76603774,0.49298246,25.67783505,"Josh Osich",11528,592612
2019,"Dominic Leone","STL",40.2,0.34986945,0.67741935,0.48791541,0.5,0.84656085,0.70278638,0.42145015,25.67505241,"Dominic Leone",13763,608678
2021,"Ross Detwiler","- - -",52.1,0.24485126,0.64745011,0.44932432,0.54205607,0.87671233,0.78696742,0.50788288,25.67438272,"Ross Detwiler",2859,446321
2021,"Brandon Woodruff","MIL",179.1,0.30155039,0.68092105,0.50676157,0.58354756,0.8057971,0.74508427,0.54092527,25.67357763,"Brandon Woodruff",16162,605540
2021,"Liam Hendriks","CHW",71,0.3700361,0.77818182,0.57336957,0.3804878,0.79205607,0.65876777,0.49818841,25.67028986,"Liam Hendriks",3548,521230
2018,"Andrew Chafin","ARI",49.1,0.28865979,0.65903308,0.45444191,0.4,0.83783784,0.68421053,0.4476082,25.66666667,"Andrew Chafin",12988,605177
2015,"Drew Storen","WSN",55,0.28639618,0.63023256,0.46054181,0.55,0.81549815,0.73401535,0.50647821,25.65635179,"Drew Storen",6983,519322
2019,"Yoshihisa Hirano","ARI",53,0.36513761,0.63867684,0.47974414,0.51256281,0.84462151,0.69777778,0.41897655,25.65329513,"Yoshihisa Hirano",19756,673633
2020,"Junior Guerra","ARI",23.2,0.25592417,0.72020725,0.47772277,0.55555556,0.82014388,0.74611399,0.47772277,25.64983165,"Junior Guerra",5702,448855
2015,"Keone Kela","TEX",60.1,0.34749035,0.64648438,0.4961165,0.46111111,0.86404834,0.7221135,0.49708738,25.64980027,"Keone Kela",14696,605309
2020,"Kyle Gibson","TEX",67.1,0.26129032,0.59537572,0.41352063,0.51851852,0.91262136,0.77707006,0.45566286,25.64575646,"Kyle Gibson",10123,502043
2015,"Andrew Bellatti","TBR",23.1,0.27567568,0.65217391,0.45086705,0.54901961,0.81904762,0.73076923,0.46531792,25.64529915,"Andrew Bellatti",10657,571479
2019,"Andrew Chafin","ARI",52.2,0.3220339,0.6888361,0.49496081,0.43421053,0.8137931,0.68325792,0.47144457,25.6431853,"Andrew Chafin",12988,605177
2017,"Keynan Middleton","LAA",58.1,0.27252747,0.7293666,0.51639344,0.41935484,0.76315789,0.67857143,0.53381148,25.64145658,"Keynan Middleton",15264,641871
2021,"Trevor May","NYM",62.2,0.31216931,0.71090909,0.50850492,0.50847458,0.78005115,0.69542254,0.49239033,25.6373365,"Trevor May",6398,543507
2017,"Shawn Armstrong","CLE",24.2,0.20634921,0.78008299,0.52790698,0.61538462,0.82446809,0.78854626,0.56046512,25.63322884,"Shawn Armstrong",12857,542888
2022,"Connor Brogdon","PHI",44,0.33526012,0.69230769,0.51830986,0.50862069,0.78174603,0.69565217,0.51267606,25.63085938,"Connor Brogdon",21205,641401
2017,"Donnie Hart","BAL",43.2,0.26463104,0.67088608,0.44569817,0.61538462,0.8490566,0.7721519,0.44569817,25.62426614,"Donnie Hart",15306,643354
2014,"Evan Marshall","ARI",49.1,0.37585421,0.69623656,0.52281134,0.53939394,0.84942085,0.72877358,0.45869297,25.61691542,"Evan Marshall",12297,605359
2021,"Nick Mears","PIT",23.1,0.3125,0.66350711,0.4767184,0.65333333,0.82142857,0.7627907,0.46784922,25.61561562,"Nick Mears",25376,683232
2015,"Iván Nova","NYY",94,0.32572115,0.625,0.46204188,0.70479705,0.91034483,0.83144476,0.45549738,25.61410019,"Ivan Nova",1994,467100
2020,"Joe Musgrove","PIT",39.2,0.32069971,0.61212121,0.46359584,0.42727273,0.83663366,0.69230769,0.49034175,25.61122244,"Joe Musgrove",12970,605397
2022,"Jorge López","- - -",71,0.2688588,0.62732919,0.46770026,0.49640288,0.85891089,0.76611418,0.55469423,25.60781991,"Jorge Lopez",14527,605347
2016,"Kevin Siegrist","STL",61.2,0.21995927,0.62976407,0.43666027,0.5462963,0.82708934,0.76043956,0.52879079,25.60764331,"Kevin Siegrist",8180,543779
2018,"Jeremy Jeffress","MIL",76.2,0.28272251,0.64733542,0.4748142,0.46296296,0.81113801,0.71304348,0.52683732,25.60444444,"Jeremy Jeffress",9490,502026
2017,"Jeanmar Gómez","PHI",22.1,0.32142857,0.63636364,0.46537396,0.61904762,0.85714286,0.76785714,0.45706371,25.5984556,"Jeanmar Gomez",9033,491646
2021,"John Gant","- - -",110,0.22285175,0.66484716,0.4278481,0.55508475,0.863711,0.77751479,0.46379747,25.59052925,"John Gant",13684,607231
2022,"Corbin Burnes","MIL",202,0.32528799,0.63128877,0.46090409,0.44182125,0.819869,0.6713055,0.44318876,25.58833129,"Corbin Burnes",19361,669203
2016,"Zack Greinke","ARI",158.2,0.3509434,0.64469178,0.48856799,0.59354839,0.90438247,0.78571429,0.46851183,25.58810069,"Zack Greinke",1943,425844
2016,"Anthony Swarzak","NYY",31,0.30672269,0.628,0.47131148,0.61643836,0.87898089,0.79565217,0.51229508,25.58600583,"Anthony Swarzak",7466,461872
2022,"Carl Edwards Jr.","WSN",62,0.30632411,0.6496063,0.47830375,0.6,0.85151515,0.77113402,0.50098619,25.5852349,"Carl Edwards Jr.",13607,605218
2015,"Alfredo Simon","DET",187,0.278,0.64580645,0.46491803,0.65947242,0.8981019,0.82792666,0.50819672,25.58329356,"Alfredo Simon",2155,430580
2016,"Zach Putnam","CHW",27.1,0.35384615,0.68648649,0.49213483,0.47826087,0.75590551,0.63926941,0.41573034,25.58308157,"Zach Putnam",9080,474029
2020,"Chris Stratton","PIT",30,0.2885906,0.66135458,0.45901639,0.43023256,0.79518072,0.67063492,0.4571949,25.58088235,"Chris Stratton",13761,608717
2021,"Pierce Johnson","SDP",58.2,0.29190207,0.60271318,0.44508118,0.49032258,0.81672026,0.70815451,0.49283668,25.57633588,"Pierce Johnson",13435,572955
2021,"Patrick Murphy","- - -",28,0.24897959,0.68049793,0.46296296,0.52459016,0.87195122,0.77777778,0.49588477,25.57507082,"Patrick Murphy",19712,641907
2021,"Lance Lynn","CHW",157,0.26463314,0.7248062,0.50179784,0.53894081,0.83208556,0.75716561,0.51538154,25.57119828,"Lance Lynn",2520,458681
2015,"Kevin Correia","PHI",23.1,0.29957806,0.66847826,0.4608076,0.74647887,0.93495935,0.86597938,0.43705463,25.5704698,"Kevin Correia",1767,429781
2015,"Justin Grimm","CHC",49.2,0.28629857,0.56430446,0.40804598,0.34285714,0.8744186,0.66478873,0.43793103,25.56374808,"Justin Grimm",11720,518748
2015,"Edinson Volquez","KCR",200.1,0.28705441,0.61061947,0.45355191,0.61220044,0.8705314,0.79116466,0.51457195,25.55876022,"Edinson Volquez",3990,450172
2017,"Bryan Morris","SFG",21,0.29142857,0.73793103,0.49375,0.58823529,0.8317757,0.75316456,0.453125,25.55855856,"Bryan Morris",10234,457768
2016,"Ryan Pressly","MIN",75.1,0.34201389,0.66509434,0.51155116,0.52791878,0.88179669,0.76935484,0.52475248,25.55696203,"Ryan Pressly",7005,519151
2017,"Tommy Kahnle","- - -",62.2,0.33545648,0.7053407,0.53353057,0.55063291,0.74934726,0.69131238,0.53550296,25.5560054,"Tommy Kahnle",11384,592454
2014,"Jamey Wright","LAD",70.1,0.27956989,0.60267112,0.46146617,0.59230769,0.88642659,0.80855397,0.56296992,25.55570652,"Jamey Wright",715,124604
2021,"David Price","LAD",73.2,0.21604938,0.67052023,0.48302207,0.7047619,0.84482759,0.81898067,0.58743633,25.55029586,"David Price",3184,456034
2018,"Ryan Brasier","BOS",33.2,0.38683128,0.72839506,0.55761317,0.5,0.83050847,0.71586716,0.5,25.54985755,"Ryan Brasier",5615,518489
2022,"Sam Moll","OAK",43.1,0.21813031,0.61197917,0.42333786,0.57142857,0.83829787,0.7724359,0.52103121,25.54945055,"Sam Moll",14874,594580
2015,"Jake McGee","TBR",37.1,0.28679245,0.71225071,0.52922078,0.72368421,0.78,0.76687117,0.56980519,25.54901961,"Jake McGee",7550,459429
2021,"Kevin Gausman","SFG",192,0.31878958,0.70335231,0.52131912,0.45695364,0.80755396,0.70607029,0.5266489,25.54868062,"Kevin Gausman",14107,592332
2021,"Austin Voth","WSN",57.1,0.26086957,0.69514563,0.47992165,0.56818182,0.83519553,0.76326531,0.50440744,25.54699739,"Austin Voth",15047,608723
2016,"Huston Street","LAA",22.1,0.32227488,0.67403315,0.48469388,0.66176471,0.90163934,0.81578947,0.46173469,25.54385965,"Huston Street",8258,434718
2017,"Jake McGee","COL",57.1,0.23855422,0.70912548,0.50159405,0.66666667,0.85522788,0.81567797,0.55897981,25.54142857,"Jake McGee",7550,459429
2015,"Luis García","PHI",66.2,0.28919861,0.61552347,0.44946809,0.45180723,0.86510264,0.72978304,0.49113475,25.53628536,"Luis Garcia",6984,472610
2019,"Kevin Ginkel","ARI",24.1,0.30092593,0.68333333,0.47474747,0.44615385,0.83739837,0.70212766,0.45454545,25.53511706,"Kevin Ginkel",19876,656464
2018,"JT Chargois","LAD",32.1,0.29166667,0.58867925,0.44752475,0.44285714,0.82051282,0.70353982,0.52475248,25.53443526,"JT Chargois",13767,608638
2017,"Matt Shoemaker","LAA",77.2,0.29402757,0.70016474,0.48968254,0.57291667,0.85411765,0.76661264,0.48174603,25.53399123,"Matt Shoemaker",4776,533167
2016,"Carlos Carrasco","CLE",146.1,0.33004484,0.650935,0.49106345,0.55434783,0.8495212,0.75068244,0.50178731,25.53370439,"Carlos Carrasco",6632,471911
2021,"Tanner Rainey","WSN",31.2,0.26865672,0.68787879,0.47669173,0.41111111,0.76211454,0.66246057,0.4962406,25.53307393,"Tanner Rainey",17610,663432
2018,"Matt Andriese","- - -",78.2,0.32572298,0.68995633,0.51190476,0.54672897,0.8628692,0.76453488,0.51116071,25.52941176,"Matt Andriese",12022,542882
2016,"Tommy Layne","- - -",44.2,0.23809524,0.58689459,0.41630277,0.5375,0.87378641,0.77972028,0.51091703,25.52754237,"Tommy Layne",7501,518927
2016,"José Domínguez","SDP",35.2,0.23178808,0.68367347,0.45469799,0.67142857,0.89054726,0.83394834,0.49328859,25.5255814,"Jose Dominguez",11571,523848
2020,"Ryne Harper","WSN",23.2,0.33830846,0.58293839,0.46359223,0.64705882,0.90243902,0.81151832,0.51213592,25.52188552,"Ryne Harper",12680,607560
2022,"Darren O'Day","ATL",21.2,0.36082474,0.67539267,0.51688312,0.61428571,0.8372093,0.75879397,0.4961039,25.52054795,"Darren O'Day",3321,503285
2017,"Dan Jennings","- - -",62.2,0.20215054,0.60732984,0.42581888,0.55319149,0.88218391,0.81221719,0.55202312,25.52047556,"Dan Jennings",8073,543359
2019,"Sergio Romo","- - -",60.1,0.35920578,0.64852608,0.48743719,0.5678392,0.81468531,0.71340206,0.44321608,25.51978172,"Sergio Romo",9817,489265
2022,"Andrés Muñoz","SEA",65,0.38834951,0.69548134,0.54101563,0.405,0.70903955,0.59927798,0.49707031,25.51228978,"Andres Munoz",20373,662253
2016,"Neil Ramírez","- - -",24,0.30493274,0.66810345,0.49010989,0.64705882,0.81935484,0.76681614,0.50989011,25.50574713,"Neil Ramirez",7677,519166
2020,"Ryan Tepera","CHC",20.2,0.30088496,0.68531469,0.4498645,0.27941176,0.76530612,0.56626506,0.38753388,25.50181818,"Ryan Tepera",10291,572193
2018,"Tayron Guerrero","MIA",58,0.19157088,0.70302013,0.46422182,0.54,0.81384248,0.761079,0.53309481,25.50177936,"Tayron Guerrero",11691,594027
2016,"Sean O'Sullivan","BOS",21.1,0.2392638,0.62564103,0.44972067,0.82051282,0.8852459,0.86956522,0.54469274,25.5,"Sean O'Sullivan",9137,457711
2018,"Joakim Soria","- - -",60.2,0.30632411,0.716946,0.5177373,0.60645161,0.76883117,0.72222222,0.51486098,25.49611399,"Joakim Soria",6941,465657
2015,"Yimi García","LAD",56.2,0.28023599,0.69338677,0.52625298,0.61052632,0.74855491,0.71882086,0.59546539,25.4958124,"Yimi Garcia",12095,554340
2014,"John Axford","- - -",54.2,0.20912548,0.59405941,0.39767216,0.56363636,0.81666667,0.74878049,0.48981571,25.48689655,"John Axford",9059,446099
2015,"Brian Duensing","MIN",48.2,0.29974811,0.66757493,0.47643979,0.65546218,0.91020408,0.82692308,0.48036649,25.48628885,"Brian Duensing",4064,488846
2014,"Justin De Fratus","PHI",52.2,0.37956204,0.66666667,0.52205882,0.53205128,0.88148148,0.75352113,0.49632353,25.48020654,"Justin De Fratus",4955,518603
2014,"Antonio Bastardo","PHI",64,0.23385689,0.6576087,0.44177778,0.48507463,0.80716253,0.72032193,0.49066667,25.4769821,"Antonio Bastardo",8844,455374
2014,"Jeremy Hellickson","TBR",63.2,0.31230284,0.60516605,0.44727891,0.66666667,0.8445122,0.77756654,0.46088435,25.472,"Jeremy Hellickson",4371,476451
2016,"CC Sabathia","NYY",179.2,0.28982456,0.62238705,0.45942228,0.61016949,0.86132178,0.78368263,0.50997249,25.4713406,"CC Sabathia",404,282332
2021,"Alex Lange","DET",35.2,0.33983287,0.65957447,0.48049922,0.46721311,0.83333333,0.68831169,0.4399376,25.47109208,"Alex Lange",19883,656638
2021,"Josiah Gray","- - -",70.2,0.32628399,0.68421053,0.48887057,0.51851852,0.81697613,0.70826307,0.45424567,25.46629213,"Josiah Gray",24580,680686
2015,"Ryan Vogelsong","SFG",135,0.23245614,0.62077922,0.42788671,0.71320755,0.90376569,0.85234216,0.50326797,25.46617916,"Ryan Vogelsong",1011,285064
2021,"Jeffrey Springs","TBR",44.2,0.29471033,0.64971751,0.4620506,0.46153846,0.76521739,0.66282421,0.4713715,25.4619469,"Jeffrey Springs",17677,605488
2021,"Corey Knebel","LAD",25.2,0.23888889,0.69863014,0.49122807,0.55813953,0.78431373,0.73469388,0.54887218,25.45733788,"Corey Knebel",15010,608349
2022,"J.P. Feyereisen","TBR",24.1,0.32044199,0.72392638,0.51162791,0.48275862,0.77118644,0.67613636,0.47383721,25.45454545,"J.P. Feyereisen",16610,656420
2020,"Taylor Clarke","ARI",43.1,0.24109589,0.64201183,0.43385491,0.57954545,0.88940092,0.8,0.48079659,25.45348837,"Taylor Clarke",17611,664199
2015,"Ryan Webb","CLE",50.2,0.3081761,0.63112392,0.47669173,0.7244898,0.85388128,0.81388013,0.52180451,25.44766147,"Ryan Webb",7474,444436
2018,"Chris Hatcher","OAK",36.1,0.22881356,0.63605442,0.41358025,0.74074074,0.83957219,0.80970149,0.4537037,25.43829787,"Chris Hatcher",3299,501822
2022,"Huascar Brazobán","MIA",32,0.29395604,0.67041199,0.45324881,0.46728972,0.72067039,0.62587413,0.42313788,25.43644068,"Huascar Brazoban",6107,623211
2021,"Domingo Tapia","- - -",33.2,0.22761194,0.62698413,0.42115385,0.60655738,0.87341772,0.79908676,0.48461538,25.43489583,"Domingo Tapia",12178,593619
2015,"CC Sabathia","NYY",167.1,0.29643669,0.61426492,0.45859636,0.62404092,0.88270142,0.80080972,0.51021166,25.43078512,"CC Sabathia",404,282332
2017,"Carson Fulmer","CHW",23.1,0.225,0.71365639,0.48477752,0.64444444,0.87037037,0.82125604,0.53161593,25.42902208,"Carson Fulmer",18311,608334
2020,"Blake Snell","TBR",50,0.32924335,0.65535248,0.47247706,0.45341615,0.8247012,0.67961165,0.43922018,25.42791411,"Blake Snell",13543,605483
2014,"Jorge De La Rosa","COL",184.1,0.27071474,0.6614654,0.45924714,0.58411215,0.87589744,0.78688525,0.48248773,25.4274635,"Jorge De La Rosa",2047,407822
2019,"Taylor Cole","LAA",51.2,0.27474747,0.68269231,0.46103183,0.58823529,0.82042254,0.7452381,0.45664105,25.42642643,"Taylor Cole",11964,518566
2020,"Corbin Burnes","MIL",59.2,0.29369369,0.64096916,0.44995045,0.46625767,0.79725086,0.6784141,0.44995045,25.4233871,"Corbin Burnes",19361,669203
2021,"Andrew Chafin","- - -",68.2,0.31330472,0.67775468,0.49841605,0.48630137,0.88650307,0.76271186,0.50791975,25.42152466,"Andrew Chafin",12988,605177
2017,"Jake Barrett","ARI",27,0.22268908,0.68669528,0.4522293,0.49056604,0.8375,0.75117371,0.49469214,25.42151163,"Jake Barrett",13322,545332
2015,"Luke Hochevar","KCR",50.2,0.27777778,0.65822785,0.48505747,0.58181818,0.86217949,0.78909953,0.54482759,25.42063492,"Luke Hochevar",6943,460024
2019,"Jake Diekman","- - -",62,0.29324547,0.61005199,0.44763514,0.41011236,0.77840909,0.65471698,0.48733108,25.41526375,"Jake Diekman",5003,518617
2016,"Matt Andriese","TBR",127.2,0.34110169,0.62959381,0.49191102,0.58385093,0.89093702,0.78931141,0.52275025,25.41472045,"Matt Andriese",12022,542882
2019,"Josh Taylor","BOS",47.1,0.31578947,0.71584699,0.48989298,0.48666667,0.80534351,0.68932039,0.4351962,25.41147541,"Josh Taylor",17359,657031
2015,"Justin Verlander","DET",133.1,0.28972868,0.66367713,0.48393107,0.63879599,0.85675676,0.79403272,0.5193293,25.40792839,"Justin Verlander",8700,434378
2015,"Marc Rzepczynski","- - -",35,0.32333333,0.62934363,0.46511628,0.37113402,0.85889571,0.67692308,0.46332737,25.40721649,"Marc Rzepczynski",6612,519240
2018,"Justin Verlander","HOU",214,0.31665569,0.66280905,0.50906433,0.55301455,0.77777778,0.71568064,0.55584795,25.40408805,"Justin Verlander",8700,434378
2015,"Zack Britton","BAL",65.2,0.39524838,0.62155963,0.50500556,0.41530055,0.85239852,0.67621145,0.48498331,25.40387722,"Zack Britton",3240,502154
2021,"J.B. Wendelken","- - -",43.2,0.21098266,0.69727047,0.47263017,0.56164384,0.83274021,0.77683616,0.53805073,25.40183486,"J.B. Wendelken",14506,605525
2022,"Jeff Hoffman","CIN",44.2,0.25386313,0.66835443,0.44693396,0.6173913,0.82954545,0.7651715,0.46580189,25.40124417,"Jeff Hoffman",17432,656546
2019,"Liam Hendriks","OAK",85,0.31877023,0.69241774,0.51708428,0.36548223,0.78512397,0.66372981,0.53075171,25.39672802,"Liam Hendriks",3548,521230
2021,"César Valdez","BAL",46,0.38522427,0.65343915,0.51915456,0.56164384,0.82591093,0.72773537,0.4993395,25.39371534,"Cesar Valdez",9013,491624
2019,"Tommy Kahnle","NYY",61.1,0.31923077,0.71146245,0.51267057,0.42771084,0.75277778,0.65019011,0.49317739,25.39361702,"Tommy Kahnle",11384,592454
2021,"Justus Sheffield","SEA",80.1,0.23631509,0.6518724,0.44013605,0.57627119,0.89574468,0.80834621,0.49047619,25.39336493,"Justus Sheffield",17285,656954
2021,"Aaron Bummer","CHW",56.1,0.26970954,0.57961783,0.42287513,0.34615385,0.85347985,0.6898263,0.49422875,25.38732394,"Aaron Bummer",16258,607481
2014,"Alex Torres","SDP",54,0.24377224,0.70352941,0.44174265,0.50364964,0.80267559,0.7087156,0.43059777,25.38691323,"Alex Torres",7038,456776
2019,"Dylan Covey","CHW",58.2,0.24285714,0.65085389,0.45427729,0.65546218,0.89795918,0.83549784,0.51819076,25.38598901,"Dylan Covey",14825,592229
2017,"Jumbo Díaz","TBR",30,0.29387755,0.6552901,0.49070632,0.65277778,0.83854167,0.78787879,0.54460967,25.3840399,"Jumbo Diaz",3397,471822
2016,"Masahiro Tanaka","NYY",199.2,0.34147997,0.65937073,0.49982964,0.61630219,0.86825726,0.78186776,0.49812606,25.38195122,"Masahiro Tanaka",15764,547888
2014,"Carter Capps","MIA",20.1,0.35227273,0.64835165,0.5027933,0.4516129,0.87288136,0.72777778,0.50837989,25.38059701,"Carter Capps",12803,605169
2022,"Bryan Abreu","HOU",60.1,0.31569343,0.69491525,0.49117647,0.32947977,0.79573171,0.63473054,0.4627451,25.37944664,"Bryan Abreu",16609,650556
2022,"David Bednar","PIT",51.2,0.3202765,0.68872549,0.49881235,0.53956835,0.77224199,0.6952381,0.48456057,25.375,"David Bednar",19569,670280
2014,"Tyler Clippard","WSN",70.1,0.30879713,0.70940171,0.51401051,0.60465116,0.77108434,0.72231687,0.51225919,25.37361282,"Tyler Clippard",5640,461325
2016,"Mike Pelfrey","DET",119,0.24040404,0.62146341,0.43424318,0.69747899,0.90423862,0.848,0.50868486,25.37160752,"Mike Pelfrey",5203,460059
2021,"Kyle Gibson","- - -",182,0.28625235,0.64363354,0.44602569,0.5745614,0.87454765,0.76809339,0.44706699,25.37127762,"Kyle Gibson",10123,502043
2014,"Erik Bedard","TBR",75.2,0.25481481,0.5900277,0.42806013,0.6627907,0.87323944,0.81270903,0.51682176,25.36756238,"Erik Bedard",126,407853
2020,"Jonathan Loáisiga","NYY",23,0.28888889,0.62149533,0.46954315,0.57692308,0.86466165,0.78378378,0.54314721,25.36013986,"Jonathan Loaisiga",19753,642528
2018,"Chaz Roe","TBR",50.1,0.25641026,0.58133971,0.43302991,0.58888889,0.81069959,0.75075075,0.54356307,25.35752212,"Chaz Roe",9866,475054
2017,"James Pazos","SEA",53.2,0.25411765,0.66869919,0.47655398,0.59259259,0.80547112,0.75286041,0.53653217,25.34769688,"James Pazos",13323,572021
2022,"Alexis Díaz","CIN",63.2,0.31636364,0.67391304,0.48768939,0.44827586,0.7771261,0.66601942,0.47916667,25.34586466,"Alexis Diaz",21132,664747
2020,"Yusmeiro Petit","OAK",21.2,0.26896552,0.73529412,0.52063492,0.61538462,0.792,0.75,0.53968254,25.34529148,"Yusmeiro Petit",4020,433589
2020,"Jonathan Holder","NYY",21.2,0.29047619,0.69518717,0.48110831,0.60655738,0.86923077,0.78534031,0.47103275,25.34482759,"Jonathan Holder",16588,656547
2015,"J.P. Howell","LAD",44,0.26303318,0.61933535,0.41965471,0.5045045,0.88780488,0.75316456,0.43957503,25.34456929,"J.P. Howell",8245,434442
2021,"Jacob Webb","ATL",34.1,0.34385965,0.73144876,0.53697183,0.53061224,0.7826087,0.70163934,0.49823944,25.34375,"Jacob Webb",19274,657097
2014,"Josh Fields","HOU",54.2,0.28904429,0.65618861,0.48827292,0.58870968,0.82335329,0.75982533,0.54264392,25.34361233,"Josh Fields",5070,451661
2022,"Lucas Luetge","NYY",57.1,0.30215827,0.63614458,0.44490216,0.5297619,0.85606061,0.72916667,0.42739444,25.34217877,"Lucas Luetge",8337,476595
2015,"Sam Dyson","- - -",75.1,0.32649254,0.67137809,0.50362976,0.52571429,0.86052632,0.75495495,0.51361162,25.34073107,"Sam Dyson",11710,473879
2021,"Joe Musgrove","SDP",181.1,0.30780142,0.60732984,0.46358067,0.47004608,0.84159483,0.72320117,0.52008169,25.33952624,"Joe Musgrove",12970,605397
2021,"Chris Stratton","PIT",79.1,0.29362881,0.67177914,0.47307132,0.46698113,0.86073059,0.73230769,0.47452693,25.33923304,"Chris Stratton",13761,608717
2016,"Jhan Mariñez","- - -",62.1,0.30816327,0.65265487,0.47346072,0.68211921,0.88135593,0.81390135,0.47983015,25.33785822,"Jhan Marinez",5830,501697
2022,"Aaron Nola","PHI",205,0.3544484,0.6119951,0.4929253,0.55823293,0.835,0.74299065,0.53767687,25.33423913,"Aaron Nola",16149,605400
2019,"Adalberto Mejía","- - -",31.1,0.2195122,0.70957096,0.4548336,0.625,0.84651163,0.79094077,0.48019017,25.33402923,"Adalberto Mejia",13188,606167
2017,"Emilio Pagán","SEA",50.1,0.2962963,0.71258907,0.54038997,0.61363636,0.79333333,0.75257732,0.58635097,25.33398438,"Emilio Pagan",14771,641941
2016,"Joel De La Cruz","ATL",62.2,0.27810651,0.68537074,0.48011928,0.65957447,0.88596491,0.81987578,0.49602386,25.32503458,"Joel De La Cruz",12825,503444
2018,"Vince Velasquez","PHI",146.2,0.24581498,0.64221557,0.4601376,0.56630824,0.81118881,0.75109938,0.54067179,25.32292248,"Vince Velasquez",11189,592826
2017,"Luke Gregerson","HOU",61,0.35349716,0.64252336,0.48275862,0.42245989,0.84,0.67099567,0.44723093,25.31223022,"Luke Gregerson",4090,502381
2016,"Hunter Cervenka","- - -",43.1,0.29455446,0.64896755,0.45625841,0.56302521,0.88636364,0.77286136,0.45625841,25.31115108,"Hunter Cervenka",10510,543017
2015,"Xavier Cedeño","- - -",46,0.3638814,0.56318681,0.46258503,0.4962963,0.8097561,0.68529412,0.4952381,25.30627306,"Xavier Cedeno",36,458584
2018,"Brandon Kintzler","- - -",60.2,0.26763485,0.63636364,0.45445241,0.68217054,0.9015873,0.83783784,0.50665302,25.30422535,"Brandon Kintzler",9939,445213
2018,"Xavier Cedeño","- - -",33.1,0.25878594,0.63405797,0.43463497,0.41975309,0.83428571,0.703125,0.46859083,25.30222222,"Xavier Cedeno",36,458584
2017,"Grant Dayton","LAD",23.2,0.24873096,0.70813397,0.48522167,0.73469388,0.82432432,0.80203046,0.51477833,25.29807692,"Grant Dayton",11203,594795
2015,"Jonathan Papelbon","- - -",63.1,0.38520408,0.70259481,0.56326988,0.64900662,0.83238636,0.77733598,0.56103024,25.29756098,"Jonathan Papelbon",5975,449097
2014,"Jake McGee","TBR",71.1,0.29678639,0.66990291,0.4978204,0.60509554,0.78985507,0.73905429,0.53879686,25.29716981,"Jake McGee",7550,459429
2022,"Dillon Peters","PIT",39.1,0.25328947,0.65454545,0.46214511,0.66233766,0.86574074,0.81228669,0.52050473,25.28941685,"Dillon Peters",18790,596071
2022,"Yunior Marte","SFG",48,0.29931973,0.66506024,0.47663551,0.61363636,0.84057971,0.76715686,0.48481308,25.28794992,"Yunior Marte",14416,628708
2022,"Tylor Megill","NYM",47.1,0.26415094,0.69212411,0.49113924,0.54081633,0.83793103,0.7628866,0.53037975,25.28743546,"Tylor Megill",21318,656731
2021,"Anthony Castro","TOR",24.2,0.2768595,0.62910798,0.44175824,0.46268657,0.86567164,0.73134328,0.46813187,25.28488372,"Anthony Castro",19789,621593
2022,"Patrick Sandoval","LAA",148.2,0.31634304,0.64672131,0.48045603,0.53964194,0.81495564,0.72372881,0.49674267,25.28363229,"Patrick Sandoval",19447,663776
2019,"Ryan Buchter","OAK",45.1,0.25380711,0.68123393,0.46615581,0.58,0.81132075,0.74794521,0.49680715,25.28125,"Ryan Buchter",9456,488748
2018,"Ryan Tepera","TOR",64.2,0.2919708,0.70204082,0.48554913,0.5,0.81104651,0.71230159,0.47206166,25.27968338,"Ryan Tepera",10291,572193
2014,"Jeremy Jeffress","- - -",32,0.25663717,0.58844765,0.43936382,0.68965517,0.90797546,0.85067873,0.55069583,25.27823691,"Jeremy Jeffress",9490,502026
2015,"Joba Chamberlain","- - -",27.2,0.24621212,0.6007326,0.4264432,0.50769231,0.87195122,0.76855895,0.50837989,25.2775,"Joba Chamberlain",2692,501955
2015,"Brandon Gomes","TBR",59,0.32572614,0.69078947,0.50319829,0.58598726,0.85714286,0.76694915,0.48614072,25.27672035,"Brandon Gomes",2267,460156
